[0m[ INFO] [1491405016.099707367]: Requesting the map from /octomap_binary...[0m
[0m[ INFO] [1491405016.450000471, 208.105000000]: Calling function 1[0m
RG Called:11.5 -10.25 13.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 12.5    -10.25
 T : 13.5   -10.25
RG Called:11.5303 -10.1494 12.5 -10.25 b= 1
[0m[ INFO] [1491406216.877988891, 1311.257000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 13.5 -10.25 b= 4.83192
[0m[ INFO] [1491406216.897643462, 1311.280000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406216.925453936, 1311.302000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 26.2039
 past MI : 26.9056
RG Called:11.5303 -10.1494 12.5 -10.25 b= 2.61064
[0m[ INFO] [1491406216.950010642, 1311.327000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 13.5 -10.25 b= 3.22128
[0m[ INFO] [1491406216.982902608, 1311.357000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.009697354, 1311.385000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 24.9894
 past MI : 26.9056
RG Called:11.5303 -10.1494 12.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.044255271, 1311.419000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 13.5 -10.25 b= 1.61064
[0m[ INFO] [1491406217.071107214, 1311.443000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.117865045, 1311.485000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 25.0995
 past MI : 26.9056
RG Called:11.5303 -10.1494 12.5 -10.25 b= 5.83192
[0m[ INFO] [1491406217.154500909, 1311.519000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 13.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 13.5    -10.25
 T : 13.5   -10.25
RG Called:11.5303 -10.1494 13.5 -10.25 b= 1
RG Called:11.5303 -10.1494 13.5 -10.25 b= 2.61064
[0m[ INFO] [1491406217.193383252, 1311.557000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 13.5 -10.25 b= 3.22128
RG Called:11.5303 -10.1494 13.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.232532664, 1311.594000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 13.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 13.5 -10.25 b= 5.83192
[0m[ INFO] [1491406217.269430662, 1311.626000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 13.5 -10.25 b= 0
 length of returned P1 : 3
RG Called:13.5 -10.25 14.75 -10.25 b= 0.61064
 S : 11.5303   -10.1494
 Mid point : 14.5    -10.25
 T : 14.75   -10.25
RG Called:11.5303 -10.1494 14.5 -10.25 b= 1
RG Called:11.5303 -10.1494 14.5 -10.25 b= 2.61064
RG Called:11.5303 -10.1494 14.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.302216063, 1311.659000000]: Requesting the map from /octomap_binary...[0m
 S : 11.5303   -10.1494
 Mid point : 11.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 11.5 -10.25 b= 1
[0m[ INFO] [1491406217.314371496, 1311.671000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 3.22128
[0m[ INFO] [1491406217.347767649, 1311.704000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.390441892, 1311.743000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 22.7245
 past MI : 21.9607
RG Called:11.5303 -10.1494 11.5 -10.25 b= 2.61064
[0m[ INFO] [1491406217.418063434, 1311.767000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 11.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.434084269, 1311.780000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 12.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 12.5 -10.25 b= 1
[0m[ INFO] [1491406217.458646975, 1311.804000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 3.22128
[0m[ INFO] [1491406217.472214455, 1311.818000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.500459562, 1311.843000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 23.1604
 past MI : 22.7245
RG Called:11.5303 -10.1494 12.5 -10.25 b= 2.61064
[0m[ INFO] [1491406217.519903140, 1311.857000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 12.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.541389871, 1311.877000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 13.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 13.5 -10.25 b= 1
RG Called:11.5303 -10.1494 13.5 -10.25 b= 2.61064
[0m[ INFO] [1491406217.556418260, 1311.888000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 14.5 -10.25 b= 1.61064
[0m[ INFO] [1491406217.575135059, 1311.906000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.592339058, 1311.924000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 26.8671
 past MI : 23.1604
RG Called:11.5303 -10.1494 13.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.619633528, 1311.944000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 14.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 14.5 -10.25 b= 1
RG Called:11.5303 -10.1494 14.5 -10.25 b= 2.61064
RG Called:11.5303 -10.1494 14.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.634652236, 1311.958000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 -10.25 14.5 -10.25 b= 0
 length of returned P1 : 3
RG Called:14.5 -10.25 14.75 -10.25 b= 2.22128
[0m[ INFO] [1491406217.650480010, 1311.971000000]: Requesting the map from /octomap_binary...[0m
 S : 14.5   -10.25
 Mid point : 14.5    -10.25
 T : 14.75   -10.25
RG Called:14.5 -10.25 14.5 -10.25 b= 1
 length of returned P2 : 2
 length of returned Path : 4
[0m[ INFO] [1491406217.675612770, 1311.993000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 28.4127
 past MI : 27.607
RG Called:11.5303 -10.1494 14.5 -10.25 b= 5.83192
[0m[ INFO] [1491406217.722349932, 1312.039000000]: Requesting the map from /octomap_binary...[0m
 S : 11.5303   -10.1494
 Mid point : 11.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 11.5 -10.25 b= 1
[0m[ INFO] [1491406217.746230030, 1312.057000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 4.83192
[0m[ INFO] [1491406217.766174534, 1312.079000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.799345049, 1312.111000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 25.8702
 past MI : 23.5012
RG Called:11.5303 -10.1494 11.5 -10.25 b= 2.61064
[0m[ INFO] [1491406217.838645144, 1312.145000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 3.22128
[0m[ INFO] [1491406217.862012111, 1312.165000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406217.875931248, 1312.180000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 24.6839
 past MI : 25.8702
RG Called:11.5303 -10.1494 11.5 -10.25 b= 4.22128
[0m[ INFO] [1491406217.908315906, 1312.211000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 11.5 -10.25 b= 5.83192
[0m[ INFO] [1491406217.925116867, 1312.228000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:11.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 12.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 12.5 -10.25 b= 1
[0m[ INFO] [1491406217.948536849, 1312.252000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 4.83192
[0m[ INFO] [1491406217.965401667, 1312.264000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406218.003748808, 1312.300000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 24.7541
 past MI : 25.8702
RG Called:11.5303 -10.1494 12.5 -10.25 b= 2.61064
[0m[ INFO] [1491406218.030802189, 1312.326000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 3.22128
[0m[ INFO] [1491406218.045241724, 1312.337000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406218.073330135, 1312.364000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 25.1066
 past MI : 25.8702
RG Called:11.5303 -10.1494 12.5 -10.25 b= 4.22128
[0m[ INFO] [1491406218.092323676, 1312.380000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 12.5 -10.25 b= 5.83192
[0m[ INFO] [1491406218.117130739, 1312.405000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:12.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 13.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 13.5 -10.25 b= 1
RG Called:11.5303 -10.1494 13.5 -10.25 b= 2.61064
[0m[ INFO] [1491406218.135642751, 1312.423000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 14.5 -10.25 b= 3.22128
[0m[ INFO] [1491406218.149558806, 1312.433000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406218.179628904, 1312.466000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 24.6477
 past MI : 25.8702
RG Called:11.5303 -10.1494 13.5 -10.25 b= 4.22128
[0m[ INFO] [1491406218.201377329, 1312.487000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 14.5 -10.25 b= 1.61064
[0m[ INFO] [1491406218.230475360, 1312.512000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406218.266857813, 1312.550000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 25.5851
 past MI : 25.8702
RG Called:11.5303 -10.1494 13.5 -10.25 b= 5.83192
[0m[ INFO] [1491406218.296135823, 1312.574000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:13.5 -10.25 14.5 -10.25 b= 0
 S : 11.5303   -10.1494
 Mid point : 14.5    -10.25
 T : 14.5   -10.25
RG Called:11.5303 -10.1494 14.5 -10.25 b= 1
RG Called:11.5303 -10.1494 14.5 -10.25 b= 2.61064
RG Called:11.5303 -10.1494 14.5 -10.25 b= 4.22128
[0m[ INFO] [1491406218.312806950, 1312.590000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 -10.25 14.5 -10.25 b= 1.61064
RG Called:11.5303 -10.1494 14.5 -10.25 b= 5.83192
[0m[ INFO] [1491406218.334258670, 1312.612000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.5 -10.25 14.5 -10.25 b= 0
 length of returned P1 : 3
RG Called:14.5 -10.25 14.75 -10.25 b= 0.61064
[0m[ INFO] [1491406218.360612576, 1312.636000000]: Requesting the map from /octomap_binary...[0m
 S : 14.5   -10.25
 Mid point : 14.5    -10.25
 T : 14.75   -10.25
 length of returned P2 : 2
 length of returned Path : 4
[0m[ INFO] [1491406218.403248661, 1312.676000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 23.1752
 past MI : 28.4127
final returned path length  4
point number 0 : 11.5303  -10.1494
point number 1 : 13.5  -10.25
point number 2 : 14.5  -10.25
point number 3 : 14.75  -10.25
size of output : 4[0m[ INFO] [1491406218.432903325, 1312.702000000]: Sending response[0m
[0m[ INFO] [1491406223.640072015, 1317.641000000]: service called[0m
RG Called:13.5389 8.86621 16.25 7 b= 6.58258
[0m[ INFO] [1491406223.640160448, 1317.641000000]: Requesting the map from /octomap_binary...[0m
 S : 13.5389   8.86621
 Mid point : 14.4847    7.35275
 T : 16.25   7
RG Called:13.5389 8.86621 14.4847 7.35275 b= 1
RG Called:13.5389 8.86621 14.4847 7.35275 b= 2.64565
[0m[ INFO] [1491406223.654687656, 1317.654000000]: Requesting the map from /octomap_binary...[0m
 S : 13.5389   8.86621
 Mid point : 14.4847    7.35275
 T : 14.4847   7.35275
RG Called:13.5389 8.86621 14.4847 7.35275 b= 1
RG Called:13.5389 8.86621 14.4847 7.35275 b= 2.64565
[0m[ INFO] [1491406223.672486185, 1317.666000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 7.35275 14.4847 7.35275 b= 0
 S : 13.5389   8.86621
 Mid point : 14.4847    8.35275
 T : 14.4847   7.35275
RG Called:13.5389 8.86621 14.4847 8.35275 b= 1
RG Called:13.5389 8.86621 14.4847 8.35275 b= 2.64565
[0m[ INFO] [1491406223.694519521, 1317.686000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 8.35275 14.4847 7.35275 b= 0
 S : 13.5389   8.86621
 Mid point : 15.4847    8.35275
 T : 14.4847   7.35275
RG Called:13.5389 8.86621 15.4847 8.35275 b= 1
RG Called:13.5389 8.86621 15.4847 8.35275 b= 2.64565
[0m[ INFO] [1491406223.710901872, 1317.701000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.4847 8.35275 14.4847 7.35275 b= 0
 length of returned P1 : 2
RG Called:14.4847 7.35275 16.25 7 b= 3.93694
[0m[ INFO] [1491406223.744392274, 1317.733000000]: Requesting the map from /octomap_binary...[0m
 S : 14.4847   7.35275
 Mid point : 14.4847    7.35275
 T : 16.25   7
RG Called:14.4847 7.35275 14.4847 7.35275 b= 1
RG Called:14.4847 7.35275 14.4847 7.35275 b= 2.64565
 S : 14.4847   7.35275
 Mid point : 14.4847    8.35275
 T : 16.25   7
RG Called:14.4847 7.35275 14.4847 8.35275 b= 1
[0m[ INFO] [1491406223.782805625, 1317.767000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 8.35275 16.25 7 b= 2.93694
[0m[ INFO] [1491406223.808336905, 1317.789000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406223.824680205, 1317.805000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 3.86356
 past MI : 5.67395
RG Called:14.4847 7.35275 14.4847 8.35275 b= 2.64565
[0m[ INFO] [1491406223.855109331, 1317.832000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 8.35275 16.25 7 b= 1.29129
 S : 14.4847   7.35275
 Mid point : 15.4847    8.35275
 T : 16.25   7
RG Called:14.4847 7.35275 15.4847 8.35275 b= 1
RG Called:14.4847 7.35275 15.4847 8.35275 b= 2.64565
[0m[ INFO] [1491406223.876862931, 1317.849000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.4847 8.35275 16.25 7 b= 1.29129
 S : 14.4847   7.35275
 Mid point : 15.4012    6.70163
 T : 16.25   7
RG Called:14.4847 7.35275 15.4012 6.70163 b= 1
RG Called:14.4847 7.35275 15.4012 6.70163 b= 2.64565
[0m[ INFO] [1491406223.916665831, 1317.891000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.4012 6.70163 16.25 7 b= 1.29129
[0m[ INFO] [1491406223.957672401, 1317.930000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406223.995768765, 1317.964000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 6.20339
 past MI : 5.67395
 S : 14.4847   7.35275
 Mid point : 15.4012    7.70163
 T : 16.25   7
RG Called:14.4847 7.35275 15.4012 7.70163 b= 1
[0m[ INFO] [1491406224.026420279, 1317.996000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.4012 7.70163 16.25 7 b= 2.93694
[0m[ INFO] [1491406224.051281282, 1318.019000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406224.068056721, 1318.035000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 4.90952
 past MI : 6.20339
RG Called:14.4847 7.35275 15.4012 7.70163 b= 2.64565
[0m[ INFO] [1491406224.094541031, 1318.058000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:15.4012 7.70163 16.25 7 b= 1.29129
[0m[ INFO] [1491406224.113056628, 1318.073000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406224.154937038, 1318.109000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 5.18444
 past MI : 6.20339
 S : 14.4847   7.35275
 Mid point : 16.4012    7.70163
 T : 16.25   7
RG Called:14.4847 7.35275 16.4012 7.70163 b= 1
RG Called:14.4847 7.35275 16.4012 7.70163 b= 2.64565
[0m[ INFO] [1491406224.202393034, 1318.153000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:16.4012 7.70163 16.25 7 b= 1.29129
[0m[ INFO] [1491406224.222227755, 1318.171000000]: Requesting the map from /octomap_binary...[0m
 length of returned P2 : 2
 length of returned Path : 3
[0m[ INFO] [1491406224.243301958, 1318.189000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 4.29372
 past MI : 6.20339
 length of returned P2 : 3
 length of returned Path : 4
[0m[ INFO] [1491406224.263445819, 1318.203000000]: Requesting the map from /octomap_binary...[0m
 calculated MI : 43.6984
 past MI : 39.352
RG Called:13.5389 8.86621 14.4847 7.35275 b= 4.29129
[0m[ INFO] [1491406224.286828686, 1318.228000000]: Requesting the map from /octomap_binary...[0m
 S : 13.5389   8.86621
 Mid point : 14.4847    7.35275
 T : 14.4847   7.35275
RG Called:13.5389 8.86621 14.4847 7.35275 b= 1
RG Called:13.5389 8.86621 14.4847 7.35275 b= 2.64565
[0m[ INFO] [1491406224.319858880, 1318.261000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 7.35275 14.4847 7.35275 b= 1.64565
RG Called:13.5389 8.86621 14.4847 7.35275 b= 4.29129
[0m[ INFO] [1491406224.341849465, 1318.281000000]: Requesting the map from /octomap_binary...[0m
 length of returned P1 : 2
RG Called:14.4847 7.35275 14.4847 7.35275 b= 0
 S : 13.5389   8.86621
 Mid point : 14.4847    8.35275
 T : 14.4847   7.35275
RG Called:13.5389 8.86621 14.4847 8.35275 b= 1
RG Called:13.5389 8.86621 14.4847 8.35275 b= 2.64565
